date,close
2018-01-11 14:15:00,14.67
2018-01-11 14:30:00,14.55
2018-01-11 14:45:00,14.62
2018-01-11 15:00:00,14.61
2018-01-12 09:45:00,14.57
2018-01-12 10:00:00,14.61
2018-01-12 10:15:00,14.56
2018-01-12 10:30:00,14.59
2018-01-12 10:45:00,14.62
2018-01-12 11:00:00,14.58
2018-01-12 11:15:00,14.51
2018-01-12 11:30:00,14.54
2018-01-12 13:15:00,14.59
2018-01-12 13:30:00,14.52
2018-01-12 13:45:00,14.47
2018-01-12 14:00:00,14.49
2018-01-12 14:15:00,14.49
2018-01-12 14:30:00,14.46
2018-01-12 14:45:00,14.47
2018-01-12 15:00:00,14.5
2018-01-15 09:45:00,14.4
2018-01-15 10:00:00,14.18
2018-01-15 10:15:00,14.3
2018-01-15 10:30:00,14.27
2018-01-15 10:45:00,14.22
2018-01-15 11:00:00,14.2
2018-01-15 11:15:00,14.2
2018-01-15 11:30:00,14.16
2018-01-15 13:15:00,14.15
2018-01-15 13:30:00,14.12
2018-01-15 13:45:00,14.04
2018-01-15 14:00:00,14.07
2018-01-15 14:15:00,14.07
2018-01-15 14:30:00,14.11
2018-01-15 14:45:00,14.08
2018-01-15 15:00:00,14.06
2018-01-16 09:45:00,14.25
2018-01-16 10:00:00,14.26
2018-01-16 10:15:00,14.23
2018-01-16 10:30:00,14.25
2018-01-16 10:45:00,14.15
2018-01-16 11:00:00,14.16
2018-01-16 11:15:00,14.17
2018-01-16 11:30:00,14.14
2018-01-16 13:15:00,14.18
2018-01-16 13:30:00,14.15
2018-01-16 13:45:00,14.23
2018-01-16 14:00:00,14.18
2018-01-16 14:15:00,14.1
2018-01-16 14:30:00,14.07
2018-01-16 14:45:00,14.14
2018-01-16 15:00:00,14.16
2018-01-17 09:45:00,13.96
2018-01-17 10:00:00,14.05
2018-01-17 10:15:00,14.0
2018-01-17 10:30:00,13.96
2018-01-17 10:45:00,13.96
2018-01-17 11:00:00,14.0
2018-01-17 11:15:00,14.03
2018-01-17 11:30:00,14.05
2018-01-17 13:15:00,14.04
2018-01-17 13:30:00,14.08
2018-01-17 13:45:00,14.09
2018-01-17 14:00:00,14.1
2018-01-17 14:15:00,14.07
2018-01-17 14:30:00,14.09
2018-01-17 14:45:00,14.1
2018-01-17 15:00:00,14.11
2018-01-18 09:45:00,14.25
2018-01-18 10:00:00,14.24
2018-01-18 10:15:00,14.22
2018-01-18 10:30:00,14.24
2018-01-18 10:45:00,14.15
2018-01-18 11:00:00,14.17
2018-01-18 11:15:00,14.2
2018-01-18 11:30:00,14.2
2018-01-18 13:15:00,14.18
2018-01-18 13:30:00,14.14
2018-01-18 13:45:00,14.12
2018-01-18 14:00:00,14.13
2018-01-18 14:15:00,14.17
2018-01-18 14:30:00,14.17
2018-01-18 14:45:00,14.16
2018-01-18 15:00:00,14.13
2018-01-19 09:45:00,14.15
2018-01-19 10:00:00,14.15
2018-01-19 10:15:00,14.12
2018-01-19 10:30:00,14.14
2018-01-19 10:45:00,14.17
2018-01-19 11:00:00,14.18
2018-01-19 11:15:00,14.17
2018-01-19 11:30:00,14.14
2018-01-19 13:15:00,14.15
2018-01-19 13:30:00,14.14
2018-01-19 13:45:00,14.16
2018-01-19 14:00:00,14.15
2018-01-19 14:15:00,14.16
2018-01-19 14:30:00,14.15
2018-01-19 14:45:00,14.14
2018-01-19 15:00:00,14.14
2018-01-22 09:45:00,14.14
2018-01-22 10:00:00,14.28
2018-01-22 10:15:00,14.29
2018-01-22 10:30:00,14.28
2018-01-22 10:45:00,14.28
2018-01-22 11:00:00,14.29
2018-01-22 11:15:00,14.26
2018-01-22 11:30:00,14.29
2018-01-22 13:15:00,14.28
2018-01-22 13:30:00,14.26
2018-01-22 13:45:00,14.26
2018-01-22 14:00:00,14.25
2018-01-22 14:15:00,14.22
2018-01-22 14:30:00,14.24
2018-01-22 14:45:00,14.34
2018-01-22 15:00:00,14.3
2018-01-23 09:45:00,14.29
2018-01-23 10:00:00,14.29
2018-01-23 10:15:00,14.27
2018-01-23 10:30:00,14.27
2018-01-23 10:45:00,14.25
2018-01-23 11:00:00,14.26
2018-01-23 11:15:00,14.24
2018-01-23 11:30:00,14.2
2018-01-23 13:15:00,14.21
2018-01-23 13:30:00,14.24
2018-01-23 13:45:00,14.23
2018-01-23 14:00:00,14.23
2018-01-23 14:15:00,14.25
2018-01-23 14:30:00,14.31
2018-01-23 14:45:00,14.24
2018-01-23 15:00:00,14.3
2018-01-24 09:45:00,14.1
2018-01-24 10:00:00,14.13
2018-01-24 10:15:00,14.21
2018-01-24 10:30:00,14.16
2018-01-24 10:45:00,14.21
2018-01-24 11:00:00,14.27
2018-01-24 11:15:00,14.25
2018-01-24 11:30:00,14.29
2018-01-24 13:15:00,14.29
2018-01-24 13:30:00,14.26
2018-01-24 13:45:00,14.24
2018-01-24 14:00:00,14.28
2018-01-24 14:15:00,14.26
2018-01-24 14:30:00,14.23
2018-01-24 14:45:00,14.23
2018-01-24 15:00:00,14.24
2018-01-25 09:45:00,14.31
2018-01-25 10:00:00,14.3
2018-01-25 10:15:00,14.25
2018-01-25 10:30:00,14.27
2018-01-25 10:45:00,14.29
2018-01-25 11:00:00,14.27
2018-01-25 11:15:00,14.26
2018-01-25 11:30:00,14.27
2018-01-25 13:15:00,14.27
2018-01-25 13:30:00,14.25
2018-01-25 13:45:00,14.22
2018-01-25 14:00:00,14.21
2018-01-25 14:15:00,14.24
2018-01-25 14:30:00,14.21
2018-01-25 14:45:00,14.21
2018-01-25 15:00:00,14.13
2018-01-26 09:45:00,14.17
2018-01-26 10:00:00,14.12
2018-01-26 10:15:00,14.2
2018-01-26 10:30:00,14.15
2018-01-26 10:45:00,14.2
2018-01-26 11:00:00,14.23
2018-01-26 11:15:00,14.2
2018-01-26 11:30:00,14.23
2018-01-26 13:15:00,14.2
2018-01-26 13:30:00,14.16
2018-01-26 13:45:00,14.15
2018-01-26 14:00:00,14.16
2018-01-26 14:15:00,14.14
2018-01-26 14:30:00,14.1
2018-01-26 14:45:00,14.12
2018-01-26 15:00:00,14.12
2018-01-29 09:45:00,14.03
2018-01-29 10:00:00,13.96
2018-01-29 10:15:00,13.93
2018-01-29 10:30:00,14.0
2018-01-29 10:45:00,13.96
2018-01-29 11:00:00,13.95
2018-01-29 11:15:00,13.95
2018-01-29 11:30:00,13.93
2018-01-29 13:15:00,13.96
2018-01-29 13:30:00,13.94
2018-01-29 13:45:00,13.92
2018-01-29 14:00:00,13.91
2018-01-29 14:15:00,13.91
2018-01-29 14:30:00,13.9
2018-01-29 14:45:00,13.85
2018-01-29 15:00:00,13.87
2018-01-30 09:45:00,13.87
2018-01-30 10:00:00,13.89
2018-01-30 10:15:00,13.89
2018-01-30 10:30:00,13.86
2018-01-30 10:45:00,13.83
2018-01-30 11:00:00,13.81
2018-01-30 11:15:00,13.79
2018-01-30 11:30:00,13.78
2018-01-30 13:15:00,13.78
2018-01-30 13:30:00,13.86
2018-01-30 13:45:00,13.86
2018-01-30 14:00:00,13.8
2018-01-30 14:15:00,13.78
2018-01-30 14:30:00,13.82
2018-01-30 14:45:00,13.77
2018-01-30 15:00:00,13.74
2018-01-31 09:45:00,13.33
2018-01-31 10:00:00,13.11
2018-01-31 10:15:00,12.97
2018-01-31 10:30:00,12.89
2018-01-31 10:45:00,12.58
2018-01-31 11:00:00,12.66
2018-01-31 11:15:00,12.59
2018-01-31 11:30:00,12.74
2018-01-31 13:15:00,12.74
2018-01-31 13:30:00,12.74
2018-01-31 13:45:00,12.72
2018-01-31 14:00:00,12.41
2018-01-31 14:15:00,12.5
2018-01-31 14:30:00,12.44
2018-01-31 14:45:00,12.47
2018-01-31 15:00:00,12.4
2018-02-01 09:45:00,12.55
2018-02-01 10:00:00,12.42
2018-02-01 10:15:00,12.3
2018-02-01 10:30:00,12.22
2018-02-01 10:45:00,12.0
2018-02-01 11:00:00,11.35
2018-02-01 11:15:00,11.48
2018-02-01 11:30:00,11.52
2018-02-01 13:15:00,11.46
2018-02-01 13:30:00,11.35
2018-02-01 13:45:00,11.56
2018-02-01 14:00:00,11.54
2018-02-01 14:15:00,11.55
2018-02-01 14:30:00,11.43
2018-02-01 14:45:00,11.42
2018-02-01 15:00:00,11.43
2018-02-02 09:45:00,11.09
2018-02-02 10:00:00,11.29
2018-02-02 10:15:00,11.6
2018-02-02 10:30:00,11.6
2018-02-02 10:45:00,11.55
2018-02-02 11:00:00,11.56
2018-02-02 11:15:00,11.61
2018-02-02 11:30:00,11.58
2018-02-02 13:15:00,11.55
2018-02-02 13:30:00,11.61
2018-02-02 13:45:00,11.66
2018-02-02 14:00:00,11.55
2018-02-02 14:15:00,11.58
2018-02-02 14:30:00,11.58
2018-02-02 14:45:00,11.59
2018-02-02 15:00:00,11.47
2018-02-05 09:45:00,11.46
2018-02-05 10:00:00,11.41
2018-02-05 10:15:00,11.38
2018-02-05 10:30:00,11.43
2018-02-05 10:45:00,11.4
2018-02-05 11:00:00,11.45
2018-02-05 11:15:00,11.35
2018-02-05 11:30:00,11.42
2018-02-05 13:15:00,11.4
2018-02-05 13:30:00,11.35
2018-02-05 13:45:00,11.36
2018-02-05 14:00:00,11.37
2018-02-05 14:15:00,11.24
2018-02-05 14:30:00,11.35
2018-02-05 14:45:00,11.3
2018-02-05 15:00:00,11.25
2018-02-06 09:45:00,11.23
2018-02-06 10:00:00,11.1
2018-02-06 10:15:00,11.03
2018-02-06 10:30:00,10.99
2018-02-06 10:45:00,11.04
2018-02-06 11:00:00,10.86
2018-02-06 11:15:00,10.73
2018-02-06 11:30:00,10.67
2018-02-06 13:15:00,10.57
2018-02-06 13:30:00,10.44
2018-02-06 13:45:00,10.34
2018-02-06 14:00:00,10.36
2018-02-06 14:15:00,10.18
2018-02-06 14:30:00,10.31
2018-02-06 14:45:00,10.22
2018-02-06 15:00:00,10.13
2018-02-07 09:45:00,10.33
2018-02-07 10:00:00,10.35
2018-02-07 10:15:00,10.34
2018-02-07 10:30:00,10.21
2018-02-07 10:45:00,10.17
2018-02-07 11:00:00,9.99
2018-02-07 11:15:00,10.12
2018-02-07 11:30:00,10.15
2018-02-07 13:15:00,10.28
2018-02-07 13:30:00,10.27
2018-02-07 13:45:00,10.31
2018-02-07 14:00:00,10.34
2018-02-07 14:15:00,10.37
2018-02-07 14:30:00,10.4
2018-02-07 14:45:00,10.32
2018-02-07 15:00:00,10.35
2018-02-08 09:45:00,10.37
2018-02-08 10:00:00,10.5
2018-02-08 10:15:00,10.49
2018-02-08 10:30:00,10.5
2018-02-08 10:45:00,10.49
2018-02-08 11:00:00,10.48
2018-02-08 11:15:00,10.49
2018-02-08 11:30:00,10.47
2018-02-08 13:15:00,10.42
2018-02-08 13:30:00,10.35
2018-02-08 13:45:00,10.4
2018-02-08 14:00:00,10.43
2018-02-08 14:15:00,10.46
2018-02-08 14:30:00,10.44
2018-02-08 14:45:00,10.41
2018-02-08 15:00:00,10.45
2018-02-09 09:45:00,10.11
2018-02-09 10:00:00,10.07
2018-02-09 10:15:00,10.08
2018-02-09 10:30:00,10.1
2018-02-09 10:45:00,10.03
2018-02-09 11:00:00,10.05
2018-02-09 11:15:00,10.08
2018-02-09 11:30:00,10.15
2018-02-09 13:15:00,10.01
2018-02-09 13:30:00,10.01
2018-02-09 13:45:00,10.03
2018-02-09 14:00:00,10.02
2018-02-09 14:15:00,10.07
2018-02-09 14:30:00,10.05
2018-02-09 14:45:00,10.07
2018-02-09 15:00:00,10.25
2018-02-12 09:45:00,10.43
2018-02-12 10:00:00,10.4
2018-02-12 10:15:00,10.44
2018-02-12 10:30:00,10.39
2018-02-12 10:45:00,10.39
2018-02-12 11:00:00,10.48
2018-02-12 11:15:00,10.47
2018-02-12 11:30:00,10.5
2018-02-12 13:15:00,10.56
2018-02-12 13:30:00,10.56
2018-02-12 13:45:00,10.55
2018-02-12 14:00:00,10.52
2018-02-12 14:15:00,10.51
2018-02-12 14:30:00,10.55
2018-02-12 14:45:00,10.56
2018-02-12 15:00:00,10.6
2018-02-13 09:45:00,10.65
2018-02-13 10:00:00,10.68
2018-02-13 10:15:00,10.68
2018-02-13 10:30:00,10.67
2018-02-13 10:45:00,10.7
2018-02-13 11:00:00,10.67
2018-02-13 11:15:00,10.62
2018-02-13 11:30:00,10.61
2018-02-13 13:15:00,10.6
2018-02-13 13:30:00,10.56
2018-02-13 13:45:00,10.55
2018-02-13 14:00:00,10.48
2018-02-13 14:15:00,10.56
2018-02-13 14:30:00,10.52
2018-02-13 14:45:00,10.45
2018-02-13 15:00:00,10.43
2018-02-14 09:45:00,10.55
2018-02-14 10:00:00,10.51
2018-02-14 10:15:00,10.49
2018-02-14 10:30:00,10.52
2018-02-14 10:45:00,10.58
2018-02-14 11:00:00,10.54
2018-02-14 11:15:00,10.55
2018-02-14 11:30:00,10.51
2018-02-14 13:15:00,10.57
2018-02-14 13:30:00,10.63
2018-02-14 13:45:00,10.69
2018-02-14 14:00:00,10.74
2018-02-14 14:15:00,10.77
2018-02-14 14:30:00,10.75
2018-02-14 14:45:00,10.73
2018-02-14 15:00:00,10.73
2018-02-22 09:45:00,10.8
2018-02-22 10:00:00,10.75
2018-02-22 10:15:00,10.8
2018-02-22 10:30:00,10.8
2018-02-22 10:45:00,10.72
2018-02-22 11:00:00,10.83
2018-02-22 11:15:00,10.82
2018-02-22 11:30:00,10.83
2018-02-22 13:15:00,10.83
2018-02-22 13:30:00,10.75
2018-02-22 13:45:00,10.82
2018-02-22 14:00:00,10.8
2018-02-22 14:15:00,10.83
2018-02-22 14:30:00,10.81
2018-02-22 14:45:00,10.81
2018-02-22 15:00:00,10.87
2018-02-23 09:45:00,10.91
2018-02-23 10:00:00,10.91
2018-02-23 10:15:00,10.96
2018-02-23 10:30:00,11.01
2018-02-23 10:45:00,10.98
2018-02-23 11:00:00,10.88
2018-02-23 11:15:00,10.83
2018-02-23 11:30:00,10.85
2018-02-23 13:15:00,10.82
2018-02-23 13:30:00,10.83
2018-02-23 13:45:00,10.86
2018-02-23 14:00:00,10.88
2018-02-23 14:15:00,10.85
2018-02-23 14:30:00,10.89
2018-02-23 14:45:00,10.82
2018-02-23 15:00:00,10.84
2018-02-26 09:45:00,10.91
2018-02-26 10:00:00,11.04
2018-02-26 10:15:00,11.06
2018-02-26 10:30:00,11.05
2018-02-26 10:45:00,11.06
2018-02-26 11:00:00,11.06
2018-02-26 11:15:00,11.08
2018-02-26 11:30:00,11.1
2018-02-26 13:15:00,11.11
2018-02-26 13:30:00,11.22
2018-02-26 13:45:00,11.2
2018-02-26 14:00:00,11.17
2018-02-26 14:15:00,11.17
2018-02-26 14:30:00,11.17
2018-02-26 14:45:00,11.19
2018-02-26 15:00:00,11.16
2018-02-27 09:45:00,11.22
2018-02-27 10:00:00,11.22
2018-02-27 10:15:00,11.2
2018-02-27 10:30:00,11.21
2018-02-27 10:45:00,11.17
2018-02-27 11:00:00,11.17
2018-02-27 11:15:00,11.15
2018-02-27 11:30:00,11.15
2018-02-27 13:15:00,11.16
2018-02-27 13:30:00,11.21
2018-02-27 13:45:00,11.19
2018-02-27 14:00:00,11.19
2018-02-27 14:15:00,11.19
2018-02-27 14:30:00,11.19
2018-02-27 14:45:00,11.15
2018-02-27 15:00:00,11.2
2018-02-28 09:45:00,11.14
2018-02-28 10:00:00,11.14
2018-02-28 10:15:00,11.11
2018-02-28 10:30:00,11.11
2018-02-28 10:45:00,11.12
2018-02-28 11:00:00,11.13
2018-02-28 11:15:00,11.14
2018-02-28 11:30:00,11.15
2018-02-28 13:15:00,11.14
2018-02-28 13:30:00,11.14
2018-02-28 13:45:00,11.14
2018-02-28 14:00:00,11.19
2018-02-28 14:15:00,11.18
2018-02-28 14:30:00,11.15
2018-02-28 14:45:00,11.17
2018-02-28 15:00:00,11.15
2018-03-01 09:45:00,11.27
2018-03-01 10:00:00,11.32
2018-03-01 10:15:00,11.25
2018-03-01 10:30:00,11.26
2018-03-01 10:45:00,11.29
2018-03-01 11:00:00,11.27
2018-03-01 11:15:00,11.27
2018-03-01 11:30:00,11.28
2018-03-01 13:15:00,11.31
2018-03-01 13:30:00,11.31
2018-03-01 13:45:00,11.29
2018-03-01 14:00:00,11.28
2018-03-01 14:15:00,11.28
2018-03-01 14:30:00,11.26
2018-03-01 14:45:00,11.3
2018-03-01 15:00:00,11.3
2018-03-02 09:45:00,11.26
2018-03-02 10:00:00,11.29
2018-03-02 10:15:00,11.35
2018-03-02 10:30:00,11.4
2018-03-02 10:45:00,12.19
2018-03-02 11:00:00,12.43
2018-03-02 11:15:00,12.43
2018-03-02 11:30:00,12.43
2018-03-02 13:15:00,12.43
2018-03-02 13:30:00,12.43
2018-03-02 13:45:00,12.43
2018-03-02 14:00:00,12.43
2018-03-02 14:15:00,12.43
2018-03-02 14:30:00,12.43
2018-03-02 14:45:00,12.43
2018-03-02 15:00:00,12.43
2018-03-05 09:45:00,12.8
2018-03-05 10:00:00,12.9
2018-03-05 10:15:00,13.35
2018-03-05 10:30:00,13.19
2018-03-05 10:45:00,13.2
2018-03-05 11:00:00,13.15
2018-03-05 11:15:00,13.3
2018-03-05 11:30:00,13.41
2018-03-05 13:15:00,13.37
2018-03-05 13:30:00,13.32
2018-03-05 13:45:00,13.36
2018-03-05 14:00:00,13.33
2018-03-05 14:15:00,13.35
2018-03-05 14:30:00,13.3
2018-03-05 14:45:00,13.16
2018-03-05 15:00:00,13.18
2018-03-06 09:45:00,13.01
2018-03-06 10:00:00,13.08
2018-03-06 10:15:00,13.02
2018-03-06 10:30:00,13.02
2018-03-06 10:45:00,14.0
2018-03-06 11:00:00,14.35
2018-03-06 11:15:00,14.21
2018-03-06 11:30:00,14.2
2018-03-06 13:15:00,14.12
2018-03-06 13:30:00,14.5
2018-03-06 13:45:00,14.5
2018-03-06 14:00:00,14.5
2018-03-06 14:15:00,14.5
2018-03-06 14:30:00,14.5
2018-03-06 14:45:00,14.5
2018-03-06 15:00:00,14.5
2018-03-07 09:45:00,15.08
2018-03-07 10:00:00,15.04
2018-03-07 10:15:00,15.45
2018-03-07 10:30:00,15.95
2018-03-07 10:45:00,15.95
2018-03-07 11:00:00,15.95
2018-03-07 11:15:00,15.95
2018-03-07 11:30:00,15.95
2018-03-07 13:15:00,15.95
2018-03-07 13:30:00,15.95
2018-03-07 13:45:00,15.95
2018-03-07 14:00:00,15.95
2018-03-07 14:15:00,15.95
2018-03-07 14:30:00,15.95
2018-03-07 14:45:00,15.95
2018-03-07 15:00:00,15.95
2018-03-08 09:45:00,17.55
2018-03-08 10:00:00,17.55
2018-03-08 10:15:00,17.55
2018-03-08 10:30:00,17.55
2018-03-08 10:45:00,17.55
2018-03-08 11:00:00,17.55
2018-03-08 11:15:00,17.55
2018-03-08 11:30:00,17.55
2018-03-08 13:15:00,17.55
2018-03-08 13:30:00,17.55
2018-03-08 13:45:00,17.55
2018-03-08 14:00:00,17.55
2018-03-08 14:15:00,17.55
2018-03-08 14:30:00,17.55
2018-03-08 14:45:00,17.55
2018-03-08 15:00:00,17.55
2018-03-09 09:45:00,18.18
2018-03-09 10:00:00,17.68
2018-03-09 10:15:00,17.81
2018-03-09 10:30:00,17.54
2018-03-09 10:45:00,17.77
2018-03-09 11:00:00,17.81
2018-03-09 11:15:00,18.02
2018-03-09 11:30:00,18.25
2018-03-09 13:15:00,17.8
2018-03-09 13:30:00,17.89
2018-03-09 13:45:00,17.92
2018-03-09 14:00:00,17.93
2018-03-09 14:15:00,17.83
2018-03-09 14:30:00,17.8
2018-03-09 14:45:00,17.79
2018-03-09 15:00:00,18.11
2018-03-12 09:45:00,17.83
2018-03-12 10:00:00,17.9
2018-03-12 10:15:00,17.91
2018-03-12 10:30:00,17.89
2018-03-12 10:45:00,18.0
2018-03-12 11:00:00,17.94
2018-03-12 11:15:00,17.9
2018-03-12 11:30:00,17.83
2018-03-12 13:15:00,18.0
2018-03-12 13:30:00,17.98
2018-03-12 13:45:00,18.2
2018-03-12 14:00:00,18.16
2018-03-12 14:15:00,18.21
2018-03-12 14:30:00,18.15
2018-03-12 14:45:00,18.18
2018-03-12 15:00:00,18.3
2018-03-13 09:45:00,17.87
2018-03-13 10:00:00,18.16
2018-03-13 10:15:00,18.2
2018-03-13 10:30:00,18.09
2018-03-13 10:45:00,18.11
2018-03-13 11:00:00,18.08
2018-03-13 11:15:00,17.97
2018-03-13 11:30:00,18.03
2018-03-13 13:15:00,17.95
2018-03-13 13:30:00,18.07
2018-03-13 13:45:00,17.96
2018-03-13 14:00:00,18.0
2018-03-13 14:15:00,17.81
2018-03-13 14:30:00,17.88
2018-03-13 14:45:00,17.79
2018-03-13 15:00:00,17.8
2018-03-14 09:45:00,17.24
2018-03-14 10:00:00,17.37
2018-03-14 10:15:00,17.33
2018-03-14 10:30:00,17.32
2018-03-14 10:45:00,17.0
2018-03-14 11:00:00,17.08
2018-03-14 11:15:00,16.85
2018-03-14 11:30:00,16.92
2018-03-14 13:15:00,16.8
2018-03-14 13:30:00,16.7
2018-03-14 13:45:00,16.68
2018-03-14 14:00:00,16.77
2018-03-14 14:15:00,16.9
2018-03-14 14:30:00,16.97
2018-03-14 14:45:00,16.9
2018-03-14 15:00:00,17.03
2018-03-15 09:45:00,17.15
2018-03-15 10:00:00,17.0
2018-03-15 10:15:00,16.83
2018-03-15 10:30:00,16.73
2018-03-15 10:45:00,16.34
2018-03-15 11:00:00,16.63
2018-03-15 11:15:00,16.6
2018-03-15 11:30:00,16.55
2018-03-15 13:15:00,16.17
2018-03-15 13:30:00,16.65
2018-03-15 13:45:00,16.58
2018-03-15 14:00:00,16.45
2018-03-15 14:15:00,16.67
2018-03-15 14:30:00,16.58
2018-03-15 14:45:00,16.73
2018-03-15 15:00:00,16.9
2018-03-16 09:45:00,16.93
2018-03-16 10:00:00,16.81
2018-03-16 10:15:00,16.88
2018-03-16 10:30:00,17.03
2018-03-16 10:45:00,16.89
2018-03-16 11:00:00,16.82
2018-03-16 11:15:00,16.67
2018-03-16 11:30:00,16.68
2018-03-16 13:15:00,16.76
2018-03-16 13:30:00,16.85
2018-03-16 13:45:00,16.94
2018-03-16 14:00:00,16.88
2018-03-16 14:15:00,16.79
2018-03-16 14:30:00,16.91
2018-03-16 14:45:00,16.7
2018-03-16 15:00:00,16.61
2018-03-19 09:45:00,16.65
2018-03-19 10:00:00,17.0
2018-03-19 10:15:00,16.76
2018-03-19 10:30:00,16.75
2018-03-19 10:45:00,16.82
2018-03-19 11:00:00,17.01
2018-03-19 11:15:00,17.02
2018-03-19 11:30:00,16.96
2018-03-19 13:15:00,16.9
2018-03-19 13:30:00,16.85
2018-03-19 13:45:00,16.9
2018-03-19 14:00:00,16.98
2018-03-19 14:15:00,17.0
2018-03-19 14:30:00,16.99
2018-03-19 14:45:00,16.87
2018-03-19 15:00:00,17.09
2018-03-20 09:45:00,16.72
2018-03-20 10:00:00,16.48
2018-03-20 10:15:00,16.45
2018-03-20 10:30:00,16.65
2018-03-20 10:45:00,16.54
2018-03-20 11:00:00,16.5
2018-03-20 11:15:00,16.45
2018-03-20 11:30:00,16.75
2018-03-20 13:15:00,16.61
2018-03-20 13:30:00,16.78
2018-03-20 13:45:00,17.08
2018-03-20 14:00:00,17.34
2018-03-20 14:15:00,17.21
2018-03-20 14:30:00,17.1
2018-03-20 14:45:00,17.13
2018-03-20 15:00:00,17.18
2018-03-21 09:45:00,17.16
2018-03-21 10:00:00,17.34
2018-03-21 10:15:00,17.19
2018-03-21 10:30:00,17.18
2018-03-21 10:45:00,17.15
2018-03-21 11:00:00,17.16
2018-03-21 11:15:00,17.3
