,DateTime,f,e,spread,level,position,signal,pair1_share,pair2_share,cash,asset
0,2019-10-08 09:45:00,9.4,4.24,-0.045874786928780775,-1,0,0,0,0.0,5000.0,5000.0
1,2019-10-08 10:00:00,9.49,4.25,-0.03719141360502265,-1,0,0,0,0.0,5000.0,5000.0
2,2019-10-08 10:15:00,9.49,4.26,-0.03803497643371978,-1,0,0,0,0.0,5000.0,5000.0
3,2019-10-08 10:30:00,9.53,4.27,-0.03467045634334176,-1,0,0,0,0.0,5000.0,5000.0
4,2019-10-08 10:45:00,9.55,4.29,-0.034251292748333384,-1,0,0,0,0.0,5000.0,5000.0
5,2019-10-08 11:00:00,9.58,4.31,-0.03278432719068469,-1,0,0,0,0.0,5000.0,5000.0
6,2019-10-08 11:15:00,9.59,4.29,-0.030071558345625693,-1,0,0,0,0.0,5000.0,5000.0
7,2019-10-08 11:30:00,9.58,4.29,-0.03111485525820301,-1,0,0,0,0.0,5000.0,5000.0
8,2019-10-08 13:15:00,9.56,4.28,-0.0323670632784665,-1,0,0,0,0.0,5000.0,5000.0
9,2019-10-08 13:30:00,9.52,4.27,-0.03572032520617863,-1,0,0,0,0.0,5000.0,5000.0
10,2019-10-08 13:45:00,9.52,4.27,-0.03572032520617863,-1,0,0,0,0.0,5000.0,5000.0
11,2019-10-08 14:00:00,9.49,4.27,-0.038876561387616304,-1,0,0,0,0.0,5000.0,5000.0
12,2019-10-08 14:15:00,9.48,4.27,-0.03993085774252214,-1,0,0,0,0.0,5000.0,5000.0
13,2019-10-08 14:30:00,9.46,4.27,-0.04204279094566554,-1,0,0,0,0.0,5000.0,5000.0
14,2019-10-08 14:45:00,9.41,4.26,-0.04650063545826777,-1,0,0,0,0.0,5000.0,5000.0
15,2019-10-08 15:00:00,9.4,4.26,-0.04756389977959774,-1,0,0,0,0.0,5000.0,5000.0
16,2019-10-09 09:45:00,9.44,4.28,-0.04499881018436702,-1,0,0,0,0.0,5000.0,5000.0
17,2019-10-09 10:00:00,9.45,4.3,-0.045613412325653524,-1,0,0,0,0.0,5000.0,5000.0
18,2019-10-09 10:15:00,9.5,4.31,-0.04117012056695879,-1,0,0,0,0.0,5000.0,5000.0
19,2019-10-09 10:30:00,9.5,4.31,-0.04117012056695879,-1,0,0,0,0.0,5000.0,5000.0
20,2019-10-09 10:45:00,9.63,4.29,-0.02590922143093799,-1,0,0,0,0.0,5000.0,5000.0
21,2019-10-09 11:00:00,9.64,4.3,-0.025707045208850587,-1,0,0,0,0.0,5000.0,5000.0
22,2019-10-09 11:15:00,9.64,4.3,-0.025707045208850587,-1,0,0,0,0.0,5000.0,5000.0
23,2019-10-09 11:30:00,9.6,4.3,-0.02986505535751416,-1,0,0,0,0.0,5000.0,5000.0
24,2019-10-09 13:15:00,9.58,4.29,-0.03111485525820301,-1,0,0,0,0.0,5000.0,5000.0
25,2019-10-09 13:30:00,9.59,4.31,-0.031741030278107374,-1,0,0,0,0.0,5000.0,5000.0
26,2019-10-09 13:45:00,9.56,4.3,-0.03404042676799479,-1,0,0,0,0.0,5000.0,5000.0
27,2019-10-09 14:00:00,9.58,4.31,-0.03278432719068469,-1,0,0,0,0.0,5000.0,5000.0
28,2019-10-09 14:15:00,9.59,4.31,-0.031741030278107374,-1,0,0,0,0.0,5000.0,5000.0
29,2019-10-09 14:30:00,9.6,4.31,-0.030698820699663454,-1,0,0,0,0.0,5000.0,5000.0
30,2019-10-09 14:45:00,9.59,4.31,-0.031741030278107374,-1,0,0,0,0.0,5000.0,5000.0
31,2019-10-09 15:00:00,9.61,4.32,-0.03048952928290527,-1,0,0,0,0.0,5000.0,5000.0
32,2019-10-10 09:45:00,9.64,4.35,-0.029856638458763296,-1,0,0,0,0.0,5000.0,5000.0
33,2019-10-10 10:00:00,9.67,4.35,-0.02674943761601467,-1,0,0,0,0.0,5000.0,5000.0
34,2019-10-10 10:15:00,9.64,4.35,-0.029856638458763296,-1,0,0,0,0.0,5000.0,5000.0
35,2019-10-10 10:30:00,9.61,4.35,-0.03297352409901633,-1,0,0,0,0.0,5000.0,5000.0
36,2019-10-10 10:45:00,9.62,4.34,-0.031107392698568104,-1,0,0,0,0.0,5000.0,5000.0
37,2019-10-10 11:00:00,9.62,4.32,-0.02944948758749133,-1,0,0,0,0.0,5000.0,5000.0
38,2019-10-10 11:15:00,9.61,4.31,-0.029657696191252914,-1,0,0,0,0.0,5000.0,5000.0
39,2019-10-10 11:30:00,9.62,4.31,-0.028617654495838973,-1,0,0,0,0.0,5000.0,5000.0
40,2019-10-10 13:15:00,9.64,4.33,-0.02820255341908262,-1,0,0,0,0.0,5000.0,5000.0
41,2019-10-10 13:30:00,9.63,4.32,-0.028410526455072027,-1,0,0,0,0.0,5000.0,5000.0
42,2019-10-10 13:45:00,9.66,4.32,-0.025300104040679727,-1,0,0,0,0.0,5000.0,5000.0
43,2019-10-10 14:00:00,9.65,4.31,-0.02550400382255935,-1,0,0,0,0.0,5000.0,5000.0
44,2019-10-10 14:15:00,9.64,4.33,-0.02820255341908262,-1,0,0,0,0.0,5000.0,5000.0
45,2019-10-10 14:30:00,9.63,4.32,-0.028410526455072027,-1,0,0,0,0.0,5000.0,5000.0
46,2019-10-10 14:45:00,9.64,4.34,-0.029030548753729013,-1,0,0,0,0.0,5000.0,5000.0
47,2019-10-10 15:00:00,9.64,4.34,-0.029030548753729013,-1,0,0,0,0.0,5000.0,5000.0
48,2019-10-11 09:45:00,9.69,4.36,-0.02550751400543283,-1,0,0,0,0.0,5000.0,5000.0
49,2019-10-11 10:00:00,9.82,4.37,-0.01300312218179922,0,0,-1,0,0.0,5000.0,5000.0
50,2019-10-11 10:15:00,9.72,4.38,-0.024059051160790323,-1,0,0,0,0.0,5000.0,5000.0
51,2019-10-11 10:30:00,9.73,4.38,-0.023030773435224416,-1,0,0,0,0.0,5000.0,5000.0
52,2019-10-11 10:45:00,9.71,4.39,-0.025906941432435993,-1,0,0,0,0.0,5000.0,5000.0
53,2019-10-11 11:00:00,9.7,4.39,-0.026937338226332486,-1,0,0,0,0.0,5000.0,5000.0
54,2019-10-11 11:15:00,9.69,4.39,-0.027968797832994774,-1,0,0,0,0.0,5000.0,5000.0
55,2019-10-11 11:30:00,9.74,4.4,-0.023638797715475945,-1,0,0,0,0.0,5000.0,5000.0
56,2019-10-11 13:15:00,9.73,4.41,-0.02548085679414136,-1,0,0,0,0.0,5000.0,5000.0
57,2019-10-11 13:30:00,9.73,4.42,-0.02629384880286878,-1,0,0,0,0.0,5000.0,5000.0
58,2019-10-11 13:45:00,9.75,4.42,-0.02424045999102642,-1,0,0,0,0.0,5000.0,5000.0
59,2019-10-11 14:00:00,9.73,4.42,-0.02629384880286878,-1,0,0,0,0.0,5000.0,5000.0
60,2019-10-11 14:15:00,9.76,4.45,-0.025643330057550262,-1,0,0,0,0.0,5000.0,5000.0
61,2019-10-11 14:30:00,9.75,4.43,-0.025051614728112126,-1,0,0,0,0.0,5000.0,5000.0
62,2019-10-11 14:45:00,9.75,4.43,-0.025051614728112126,-1,0,0,0,0.0,5000.0,5000.0
63,2019-10-11 15:00:00,9.72,4.43,-0.028133281265520393,-1,0,0,0,0.0,5000.0,5000.0
64,2019-10-14 09:45:00,9.72,4.54,-0.03693705370659961,-1,0,0,0,0.0,5000.0,5000.0
65,2019-10-14 10:00:00,9.75,4.58,-0.03700396716924259,-1,0,0,0,0.0,5000.0,5000.0
66,2019-10-14 10:15:00,9.8,4.56,-0.030318028903866256,-1,0,0,0,0.0,5000.0,5000.0
67,2019-10-14 10:30:00,9.84,4.56,-0.02624470351623076,-1,0,0,0,0.0,5000.0,5000.0
68,2019-10-14 10:45:00,9.83,4.57,-0.028047758541655643,-1,0,0,0,0.0,5000.0,5000.0
69,2019-10-14 11:00:00,9.79,4.55,-0.030550953729378216,-1,0,0,0,0.0,5000.0,5000.0
70,2019-10-14 11:15:00,9.79,4.56,-0.03133895803797371,-1,0,0,0,0.0,5000.0,5000.0
71,2019-10-14 11:30:00,9.8,4.53,-0.027948806979070095,-1,0,0,0,0.0,5000.0,5000.0
72,2019-10-14 13:15:00,9.8,4.54,-0.028740286502420886,-1,0,0,0,0.0,5000.0,5000.0
73,2019-10-14 13:30:00,9.8,4.51,-0.0263605928019639,-1,0,0,0,0.0,5000.0,5000.0
74,2019-10-14 13:45:00,9.78,4.54,-0.030783188132221362,-1,0,0,0,0.0,5000.0,5000.0
75,2019-10-14 14:00:00,9.78,4.54,-0.030783188132221362,-1,0,0,0,0.0,5000.0,5000.0
76,2019-10-14 14:15:00,9.77,4.54,-0.03180620612425589,-1,0,0,0,0.0,5000.0,5000.0
77,2019-10-14 14:30:00,9.77,4.53,-0.031014726600905096,-1,0,0,0,0.0,5000.0,5000.0
78,2019-10-14 14:45:00,9.76,4.53,-0.03203879223059536,-1,0,0,0,0.0,5000.0,5000.0
79,2019-10-14 15:00:00,9.8,4.54,-0.028740286502420886,-1,0,0,0,0.0,5000.0,5000.0
80,2019-10-15 09:45:00,9.7,4.49,-0.035021820039184304,-1,0,0,0,0.0,5000.0,5000.0
81,2019-10-15 10:00:00,9.69,4.52,-0.038443538102130415,-1,0,0,0,0.0,5000.0,5000.0
82,2019-10-15 10:15:00,9.7,4.5,-0.03582034276763735,-1,0,0,0,0.0,5000.0,5000.0
83,2019-10-15 10:30:00,9.69,4.51,-0.037648552575815675,-1,0,0,0,0.0,5000.0,5000.0
84,2019-10-15 10:45:00,9.68,4.52,-0.039476062716319316,-1,0,0,0,0.0,5000.0,5000.0
85,2019-10-15 11:00:00,9.67,4.51,-0.03971466901328746,-1,0,0,0,0.0,5000.0,5000.0
86,2019-10-15 11:15:00,9.67,4.51,-0.03971466901328746,-1,0,0,0,0.0,5000.0,5000.0
