,DateTime,e,d,spread,level,position,signal,pair1_share,pair2_share,cash,asset
123,2019-10-17 14:00:00,4.47,9.82,0.02679182655125234,1,0,0,0,0.0,5000.0,5000.0
124,2019-10-17 14:15:00,4.46,9.8,0.027016920716005366,1,0,0,0,0.0,5000.0,5000.0
125,2019-10-17 14:30:00,4.45,9.79,0.026006506162015386,1,0,0,0,0.0,5000.0,5000.0
126,2019-10-17 14:45:00,4.45,9.79,0.026006506162015386,1,0,0,0,0.0,5000.0,5000.0
127,2019-10-17 15:00:00,4.47,9.79,0.030490818609343995,1,0,0,0,0.0,5000.0,5000.0
128,2019-10-18 09:45:00,4.51,9.84,0.03324084940938854,1,0,0,0,0.0,5000.0,5000.0
129,2019-10-18 10:00:00,4.52,9.83,0.036684925189205186,1,0,0,0,0.0,5000.0,5000.0
130,2019-10-18 10:15:00,4.52,9.82,0.03791541176991475,1,0,0,0,0.0,5000.0,5000.0
131,2019-10-18 10:30:00,4.59,9.83,0.05205295541751909,1,0,0,0,0.0,5000.0,5000.0
132,2019-10-18 10:45:00,4.57,9.8,0.051381359590146,1,0,0,0,0.0,5000.0,5000.0
133,2019-10-18 11:00:00,4.56,9.77,0.052897330815884436,1,0,0,0,0.0,5000.0,5000.0
134,2019-10-18 11:15:00,4.54,9.77,0.048501719342846306,1,0,0,0,0.0,5000.0,5000.0
135,2019-10-18 11:30:00,4.51,9.72,0.0480748141822136,1,0,0,0,0.0,5000.0,5000.0
136,2019-10-18 13:15:00,4.49,9.73,0.042387223020551534,1,0,0,0,0.0,5000.0,5000.0
137,2019-10-18 13:30:00,4.48,9.72,0.041400707094520595,1,0,0,0,0.0,5000.0,5000.0
138,2019-10-18 13:45:00,4.47,9.71,0.04041048830280425,1,0,0,0,0.0,5000.0,5000.0
139,2019-10-18 14:00:00,4.46,9.69,0.04066353311028292,1,0,0,0,0.0,5000.0,5000.0
140,2019-10-18 14:15:00,4.46,9.66,0.0444122274663612,1,0,0,0,0.0,5000.0,5000.0
141,2019-10-18 14:30:00,4.48,9.68,0.0463860871950188,1,0,0,0,0.0,5000.0,5000.0
142,2019-10-18 14:45:00,4.47,9.67,0.04540101328901147,1,0,0,0,0.0,5000.0,5000.0
143,2019-10-18 15:00:00,4.45,9.67,0.04091670084168286,1,0,0,0,0.0,5000.0,5000.0
144,2019-10-21 09:45:00,4.47,9.59,0.05544429398670592,1,0,0,0,0.0,5000.0,5000.0
145,2019-10-21 10:00:00,4.45,9.47,0.06618309509952369,1,0,0,0,0.0,5000.0,5000.0
146,2019-10-21 10:15:00,4.42,9.45,0.06197462188515557,1,0,0,0,0.0,5000.0,5000.0
147,2019-10-21 10:30:00,4.43,9.53,0.054043065210729546,1,0,0,0,0.0,5000.0,5000.0
148,2019-10-21 10:45:00,4.45,9.45,0.06873902197369763,1,0,0,0,0.0,5000.0,5000.0
149,2019-10-21 11:00:00,4.44,9.48,0.06265743544635294,1,0,0,0,0.0,5000.0,5000.0
150,2019-10-21 11:15:00,4.44,9.51,0.05883767567728526,1,0,0,0,0.0,5000.0,5000.0
151,2019-10-21 11:30:00,4.45,9.49,0.06363256048014354,1,0,0,0,0.0,5000.0,5000.0
152,2019-10-21 13:15:00,4.43,9.53,0.054043065210729546,1,0,0,0,0.0,5000.0,5000.0
153,2019-10-21 13:30:00,4.43,9.5,0.0578547960442124,1,0,0,0,0.0,5000.0,5000.0
154,2019-10-21 13:45:00,4.43,9.48,0.06040264305926368,1,0,0,0,0.0,5000.0,5000.0
155,2019-10-21 14:00:00,4.42,9.45,0.06197462188515557,1,0,0,0,0.0,5000.0,5000.0
156,2019-10-21 14:15:00,4.41,9.46,0.05843097636072847,1,0,0,0,0.0,5000.0,5000.0
157,2019-10-21 14:30:00,4.41,9.49,0.05460315376074942,1,0,0,0,0.0,5000.0,5000.0
158,2019-10-21 14:45:00,4.41,9.49,0.05460315376074942,1,0,0,0,0.0,5000.0,5000.0
159,2019-10-21 15:00:00,4.43,9.53,0.054043065210729546,1,0,0,0,0.0,5000.0,5000.0
